time,analytic,euler,heun
76.1,25.0619,25.0596,25.0619
76.2,25.0613,25.059,25.0613
76.3,25.0607,25.0584,25.0607
76.4,25.0601,25.0578,25.0601
76.5,25.0595,25.0573,25.0595
76.6,25.0589,25.0567,25.0589
76.7,25.0583,25.0561,25.0583
76.8,25.0577,25.0556,25.0578
76.9,25.0572,25.055,25.0572
77,25.0566,25.0545,25.0566
77.1,25.056,25.0539,25.056
77.2,25.0555,25.0534,25.0555
77.3,25.0549,25.0528,25.0549
77.4,25.0544,25.0523,25.0544
77.5,25.0538,25.0518,25.0538
77.6,25.0533,25.0513,25.0533
77.7,25.0528,25.0508,25.0528
77.8,25.0523,25.0502,25.0523
77.9,25.0517,25.0497,25.0517
78,25.0512,25.0492,25.0512
78.1,25.0507,25.0488,25.0507
78.2,25.0502,25.0483,25.0502
78.3,25.0497,25.0478,25.0497
78.4,25.0492,25.0473,25.0492
78.5,25.0487,25.0468,25.0487
78.6,25.0482,25.0464,25.0482
78.7,25.0478,25.0459,25.0478
78.8,25.0473,25.0454,25.0473
78.9,25.0468,25.045,25.0468
79,25.0463,25.0445,25.0463
79.1,25.0459,25.0441,25.0459
79.2,25.0454,25.0436,25.0454
79.3,25.045,25.0432,25.045
79.4,25.0445,25.0428,25.0445
79.5,25.0441,25.0424,25.0441
79.6,25.0436,25.0419,25.0436
79.7,25.0432,25.0415,25.0432
79.8,25.0428,25.0411,25.0428
79.9,25.0424,25.0407,25.0424
80,25.0419,25.0403,25.0419
80.1,25.0415,25.0399,25.0415
80.2,25.0411,25.0395,25.0411
80.3,25.0407,25.0391,25.0407
80.4,25.0403,25.0387,25.0403
80.5,25.0399,25.0383,25.0399
80.6,25.0395,25.0379,25.0395
80.7,25.0391,25.0375,25.0391
80.8,25.0387,25.0372,25.0387
80.9,25.0383,25.0368,25.0383
81,25.0379,25.0364,25.0379
81.1,25.0376,25.0361,25.0376
81.2,25.0372,25.0357,25.0372
81.3,25.0368,25.0353,25.0368
81.4,25.0365,25.035,25.0365
81.5,25.0361,25.0346,25.0361
81.6,25.0357,25.0343,25.0357
81.7,25.0354,25.034,25.0354
81.8,25.035,25.0336,25.035
81.9,25.0347,25.0333,25.0347
82,25.0343,25.0329,25.0343
82.1,25.034,25.0326,25.034
82.2,25.0337,25.0323,25.0337
82.3,25.0333,25.032,25.0333
82.4,25.033,25.0316,25.033
82.5,25.0327,25.0313,25.0327
82.6,25.0323,25.031,25.0323
82.7,25.032,25.0307,25.032
82.8,25.0317,25.0304,25.0317
82.9,25.0314,25.0301,25.0314
83,25.0311,25.0298,25.0311
83.1,25.0308,25.0295,25.0308
83.2,25.0304,25.0292,25.0305
83.3,25.0301,25.0289,25.0302
83.4,25.0298,25.0286,25.0299
83.5,25.0295,25.0283,25.0296
83.6,25.0293,25.028,25.0293
83.7,25.029,25.0278,25.029
83.8,25.0287,25.0275,25.0287
83.9,25.0284,25.0272,25.0284
84,25.0281,25.0269,25.0281
84.1,25.0278,25.0267,25.0278
84.2,25.0276,25.0264,25.0276
84.3,25.0273,25.0261,25.0273
84.4,25.027,25.0259,25.027
84.5,25.0267,25.0256,25.0267
84.6,25.0265,25.0254,25.0265
84.7,25.0262,25.0251,25.0262
84.8,25.0259,25.0249,25.026
84.9,25.0257,25.0246,25.0257
85,25.0254,25.0244,25.0254
85.1,25.0252,25.0241,25.0252
85.2,25.0249,25.0239,25.0249
85.3,25.0247,25.0236,25.0247
85.4,25.0244,25.0234,25.0244
85.5,25.0242,25.0232,25.0242
85.6,25.024,25.0229,25.024
85.7,25.0237,25.0227,25.0237
85.8,25.0235,25.0225,25.0235
85.9,25.0232,25.0223,25.0232
86,25.023,25.022,25.023
86.1,25.0228,25.0218,25.0228
86.2,25.0226,25.0216,25.0226
86.3,25.0223,25.0214,25.0223
86.4,25.0221,25.0212,25.0221
86.5,25.0219,25.021,25.0219
86.6,25.0217,25.0207,25.0217
86.7,25.0215,25.0205,25.0215
86.8,25.0212,25.0203,25.0212
86.9,25.021,25.0201,25.021
87,25.0208,25.0199,25.0208
87.1,25.0206,25.0197,25.0206
87.2,25.0204,25.0195,25.0204
87.3,25.0202,25.0193,25.0202
87.4,25.02,25.0191,25.02
87.5,25.0198,25.019,25.0198
87.6,25.0196,25.0188,25.0196
87.7,25.0194,25.0186,25.0194
87.8,25.0192,25.0184,25.0192
87.9,25.019,25.0182,25.019
88,25.0188,25.018,25.0188
88.1,25.0187,25.0178,25.0187
88.2,25.0185,25.0177,25.0185
88.3,25.0183,25.0175,25.0183
88.4,25.0181,25.0173,25.0181
88.5,25.0179,25.0171,25.0179
88.6,25.0177,25.017,25.0177
88.7,25.0176,25.0168,25.0176
88.8,25.0174,25.0166,25.0174
88.9,25.0172,25.0165,25.0172
89,25.017,25.0163,25.0171
89.1,25.0169,25.0161,25.0169
89.2,25.0167,25.016,25.0167
89.3,25.0165,25.0158,25.0165
89.4,25.0164,25.0157,25.0164
89.5,25.0162,25.0155,25.0162
89.6,25.0161,25.0153,25.0161
89.7,25.0159,25.0152,25.0159
89.8,25.0157,25.015,25.0157
89.9,25.0156,25.0149,25.0156
90,25.0154,25.0147,25.0154
90.1,25.0153,25.0146,25.0153
90.2,25.0151,25.0144,25.0151
90.3,25.015,25.0143,25.015
90.4,25.0148,25.0142,25.0148
90.5,25.0147,25.014,25.0147
90.6,25.0145,25.0139,25.0145
90.7,25.0144,25.0137,25.0144
90.8,25.0142,25.0136,25.0142
90.9,25.0141,25.0135,25.0141
91,25.014,25.0133,25.014
91.1,25.0138,25.0132,25.0138
91.2,25.0137,25.0131,25.0137
91.3,25.0135,25.0129,25.0135
91.4,25.0134,25.0128,25.0134
91.5,25.0133,25.0127,25.0133
91.6,25.0131,25.0126,25.0131
91.7,25.013,25.0124,25.013
91.8,25.0129,25.0123,25.0129
91.9,25.0128,25.0122,25.0128
92,25.0126,25.0121,25.0126
92.1,25.0125,25.0119,25.0125
92.2,25.0124,25.0118,25.0124
92.3,25.0123,25.0117,25.0123
92.4,25.0121,25.0116,25.0121
92.5,25.012,25.0115,25.012
92.6,25.0119,25.0114,25.0119
92.7,25.0118,25.0112,25.0118
92.8,25.0117,25.0111,25.0117
92.9,25.0115,25.011,25.0115
93,25.0114,25.0109,25.0114
93.1,25.0113,25.0108,25.0113
93.2,25.0112,25.0107,25.0112
93.3,25.0111,25.0106,25.0111
93.4,25.011,25.0105,25.011
93.5,25.0109,25.0104,25.0109
93.6,25.0108,25.0103,25.0108
93.7,25.0107,25.0102,25.0107
93.8,25.0105,25.0101,25.0106
93.9,25.0104,25.01,25.0104
94,25.0103,25.0099,25.0103
94.1,25.0102,25.0098,25.0102
94.2,25.0101,25.0097,25.0101
94.3,25.01,25.0096,25.01
94.4,25.0099,25.0095,25.0099
94.5,25.0098,25.0094,25.0098
94.6,25.0097,25.0093,25.0097
94.7,25.0096,25.0092,25.0096
94.8,25.0095,25.0091,25.0095
94.9,25.0095,25.009,25.0095
95,25.0094,25.0089,25.0094
95.1,25.0093,25.0088,25.0093
95.2,25.0092,25.0087,25.0092
95.3,25.0091,25.0087,25.0091
95.4,25.009,25.0086,25.009
95.5,25.0089,25.0085,25.0089
95.6,25.0088,25.0084,25.0088
95.7,25.0087,25.0083,25.0087
95.8,25.0086,25.0082,25.0086
95.9,25.0086,25.0081,25.0086
96,25.0085,25.0081,25.0085
96.1,25.0084,25.008,25.0084
96.2,25.0083,25.0079,25.0083
96.3,25.0082,25.0078,25.0082
96.4,25.0081,25.0077,25.0081
96.5,25.0081,25.0077,25.0081
96.6,25.008,25.0076,25.008
96.7,25.0079,25.0075,25.0079
96.8,25.0078,25.0074,25.0078
96.9,25.0077,25.0074,25.0077
97,25.0077,25.0073,25.0077
97.1,25.0076,25.0072,25.0076
97.2,25.0075,25.0072,25.0075
97.3,25.0074,25.0071,25.0074
97.4,25.0074,25.007,25.0074
97.5,25.0073,25.0069,25.0073
97.6,25.0072,25.0069,25.0072
97.7,25.0071,25.0068,25.0071
97.8,25.0071,25.0067,25.0071
97.9,25.007,25.0067,25.007
98,25.0069,25.0066,25.0069
98.1,25.0069,25.0065,25.0069
98.2,25.0068,25.0065,25.0068
98.3,25.0067,25.0064,25.0067
98.4,25.0067,25.0063,25.0067
98.5,25.0066,25.0063,25.0066
98.6,25.0065,25.0062,25.0065
98.7,25.0065,25.0061,25.0065
98.8,25.0064,25.0061,25.0064
98.9,25.0063,25.006,25.0063
99,25.0063,25.006,25.0063
99.1,25.0062,25.0059,25.0062
99.2,25.0061,25.0058,25.0061
99.3,25.0061,25.0058,25.0061
99.4,25.006,25.0057,25.006
99.5,25.006,25.0057,25.006
99.6,25.0059,25.0056,25.0059
99.7,25.0058,25.0056,25.0058
99.8,25.0058,25.0055,25.0058
99.9,25.0057,25.0055,25.0057
